"","C1","C2","C3","E1","E2","E3","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","diffexpressed","delabel"
"RP11-54O7.17",116.160572005913,72.7046932370498,86.8433473760702,328.680717648531,230.581863739471,285.667477301498,186.773111884756,1.61958098213935,0.201492780194233,8.03791074091153,9.13831558771322e-16,4.63088282500921e-15,"UP",NA
"HES4",1270.2373661017,1186.85499230211,1344.00418558204,5234.37970004339,4210.91733683443,5225.57232853765,3078.66098490022,1.94925441552032,0.0856270856289442,22.7644605816342,1.031955381044e-114,5.1363992752287e-113,"UP",NA
"ISG15",17937.1283272465,17402.9490717279,17194.9827804619,20692.4009768424,20371.7957284387,21311.507975385,19151.7941433504,0.24786550319035,0.0482627835941726,5.13574818382996,2.81023742920984e-07,8.17813654895881e-07,"NO",NA
"RP11-54O7.11",11.8311693709727,12.7724461092115,19.6431380969683,82.4487223931908,85.0690371077662,84.2719058039419,49.3394031470086,2.50845917360136,0.356631309788976,7.03376037029855,2.01040282129996e-12,8.47123161413518e-12,"UP",NA
"AGRN",12799.1741376886,12972.8752635406,13926.9849107505,9968.49620610647,10445.5822932852,10234.0373743262,11724.5250309496,-0.373298371975341,0.0537856979159661,-6.94047649169815,3.90779605529279e-12,1.61738168273421e-11,"DOWN",NA
"RP11-465B22.3",72.0625770777426,93.3371061826991,84.7756486290209,65.7361435297062,58.2051306526821,91.4135927364794,77.5883664680551,-0.202951275791462,0.265946893479916,-0.763127078251766,0.445387612502281,0.523320838785461,"NO",NA
"C1orf159",843.239707894779,842.981443207956,826.045649446192,738.695985766021,660.404367020816,614.185076198221,754.258704922331,-0.323092191143406,0.0967839629017674,-3.33828230893308,0.000842980549670991,0.0017270601910137,"DOWN",NA
"SDF4",15260.0573668509,14658.8381499565,14990.8159161074,11260.9356382159,9756.07536093803,10489.709766511,12736.0720330966,-0.511346064808777,0.0592839985809743,-8.62536396073797,6.38891406129422e-18,3.53458626844263e-17,"DOWN",NA
"B3GALT6",1242.27278395213,1284.12208190303,1259.22853695302,669.617326463617,552.94874120048,665.605222112491,945.632448764127,-1.00081345449129,0.0926633751753454,-10.8005288237933,3.42226792888363e-27,2.71032341638673e-26,"DOWN",NA
"C1QTNF12",30.115703853385,35.3698507639702,22.7446862175422,42.3385331208277,36.9378713757406,20.7108921043586,31.3695895726374,0.160269245635247,0.415488140547352,0.385737232894574,0.699691285013956,0.756662351533866,"NO",NA
"UBE2J2",2870.67191373873,2782.42826009899,2658.02673933186,3179.84667175901,2958.38769836613,3204.47492662955,2942.30603498738,0.169501148268743,0.0641888606803198,2.64066298220981,0.00827439833970373,0.0146985731652395,"NO",NA
