"","C1","C2","C3","E1","E2","E3","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","diffexpressed","delabel"
"DHX16",3368.65658817149,3265.81622053991,3002.29858071557,4113.52274426568,3993.7674263225,3966.4929223313,3618.42574705774,0.325068857261829,0.0628151278635911,5.17500908328559,2.27899893448746e-07,6.68019889697296e-07,"UP",NA
"PPP1R18",1774.6754056459,1841.19723143556,1601.43267958968,1349.26220024533,1177.53456628118,1203.37424813256,1491.2460552217,-0.485169297236683,0.0831260434877941,-5.83654985706042,5.32928205170827e-09,1.78922414222382e-08,"DOWN",NA
"NRM",905.622237305362,879.333789826481,908.753599328163,599.424495236982,707.416203317213,576.334135455772,762.814076744996,-0.519925249525067,0.0993069593871749,-5.23553689221315,1.64505960260122e-07,4.88814078207239e-07,"DOWN",NA
"MDC1",2045.71674032636,1935.51683347281,2053.22485581995,3201.01593831942,3315.45378833162,3188.76321537797,2623.28189527469,0.685430590156492,0.0625509379303578,10.9579586307663,6.08566026152232e-28,4.93917967399542e-27,"UP",NA
"TUBB",64706.8164115533,60908.8480072658,62203.6152568574,34472.4793357476,34973.4482162126,32392.5494199101,48276.2927745911,-0.883189087100374,0.051251197020879,-17.2325553048171,1.51316535203222e-66,3.28707388619428e-65,"DOWN",NA
"FLOT1",11875.2673659008,11027.5334715223,11166.6070834397,12457.5562848414,11778.7036511187,12017.3166013808,11720.4974097006,0.0896754753394308,0.0531944091915733,1.68580639774521,0.091833095120358,0.133018742037211,"NO",NA
"IER3",2241.46881537337,2156.57840074763,2266.19782676602,7447.12514156875,7690.91255220344,7408.0718551211,4868.39243196338,1.75835371393565,0.0561269232842443,31.3281685694903,1.92976208031483e-215,2.43276563895426e-213,"UP",NA
"HCG20",53.7780425953303,70.7397015279404,57.8955649173801,190.523399043725,186.92801574996,189.254703712243,124.85323792443,1.63268880885902,0.209928990695044,7.77733843931428,7.40662671722576e-15,3.58897035006088e-14,"UP",NA
"DDR1",3956.9883741644,3774.74907319926,3684.63916724184,2516.91437684079,2562.14507815364,2493.16290814882,3164.76649629146,-0.592575918962221,0.0601785862429106,-9.84695646671211,7.06510282722796e-23,4.79317518671222e-22,"DOWN",NA
"VARS2",20.4356561862255,23.5799005093135,22.7446862175422,7.79920346962616,11.193294356285,10.7125303988062,16.0775451896331,-1.16215891203291,0.543233149398708,-2.13933725016464,0.0324083649395936,0.0519587879465182,"DOWN",NA
"CCHCR1",1177.73913283773,1152.46763739269,1113.45577528604,933.676072506675,817.110488008807,757.01881484897,991.91132014682,-0.460980198875274,0.0926956516989682,-4.9730509514332,6.59073297427242e-07,1.86379156484974e-06,"DOWN",NA
"TCF19",2742.68017236184,2826.64057355395,2776.9194172872,1467.36442421395,1433.86100704011,1381.20225275274,2104.77797453497,-0.964171365425233,0.065429780004409,-14.7359713781746,3.78712499015008e-49,5.55782274317827e-48,"DOWN",NA
"XXbac-BPG299F13.17",15.0578519266925,29.4748756366418,9.30464436172181,99.1613012566755,74.9950721871097,72.1310380186283,50.0207972312449,2.18172860733302,0.380689588708106,5.73099100171575,9.9845563898241e-09,3.27914749680749e-08,"UP",NA
"HLA-C",34386.7559963061,33077.687935294,32276.7774414394,32900.3827506558,31614.3405798914,34027.2815587679,33047.2043770591,-0.0173243153745222,0.0510588383512117,-0.339301009070275,0.734382982562043,0.786108732725795,"NO",NA
"RPL3P2",32.2668255571982,52.0722802914005,45.4893724350844,42.3385331208277,24.6252475838271,41.4217842087172,39.7023405328425,-0.254523823356665,0.366551492275234,-0.6943739930693,0.487447698947124,0.564252468776328,"NO",NA
"HLA-B",9460.6332533705,8920.07986350237,7781.78423452001,11052.5854883845,9819.87713876885,12015.8882639943,9841.80804042342,0.330484500612929,0.0792669639518488,4.16925897166547,3.05591599404534e-05,7.37949254018171e-05,"UP",NA
"XXbac-BPG181B23.7",79.5915030410888,57.9672554187289,50.6586193027076,10.0275473180908,25.7445770194556,18.5683860245974,40.4263146874448,-1.78927981646271,0.392604406097845,-4.5574623938805,5.17753568771271e-06,1.34579176739938e-05,"DOWN",NA
"MICA",2067.2279573645,1929.62185834548,1969.48305656445,1634.4902128488,1412.59374776317,1401.19897616385,1735.76930150837,-0.425019154786546,0.0785122148371456,-5.41341440523802,6.18341592057567e-08,1.90774196305825e-07,"DOWN",NA
"HCP5",10.7556085190661,25.5448922184229,9.30464436172181,124.787255514019,132.080873404163,185.683860245974,81.3595223772277,3.27192268022175,0.343270938758985,9.53160407942081,1.54871422320353e-21,1.00038743187192e-20,"UP",NA
"MICB",805.595078078048,947.126003790757,902.550503087016,592.739463691588,662.643025892073,536.340688633563,741.165793862174,-0.572172207698193,0.105566841522843,-5.41999930512638,5.95992670765092e-08,1.84285630807542e-07,"DOWN",NA
"DDX39B",2484.54556790426,2670.42373267975,2692.14376865818,6264.98872995827,6805.52296862129,6763.17752511297,4613.46704882245,1.33776943689985,0.0617368089996408,21.6689112796166,4.03176082279198e-104,1.68960439930628e-102,"UP",NA
"NFKBIL1",534.553743397583,550.197678550647,445.589079989122,703.042484190587,539.516787972938,634.181799609326,567.846928951701,0.294658755972646,0.121824981845726,2.41870551924882,0.0155758440051138,0.0263857782573688,"UP",NA
"PRRC2A",14286.6747958754,13683.2197663837,14472.8573799715,21333.049833276,23561.88461998,23093.3588650531,18405.17421009,0.679873873746996,0.0548517344345765,12.3947561687025,2.78993051988993e-35,2.84543311643946e-34,"UP",NA
"BAG6",9846.75959920498,9654.00426685475,9241.57954993681,11117.20745999,11420.5182317176,11669.5164477662,10491.5975925784,0.25135034457404,0.0517951911570624,4.8527737606345,1.21746551653837e-06,3.36048450185933e-06,"UP",NA
"APOM",37.6446298167312,39.2998341821891,45.4893724350844,65.7361435297062,91.7850137215372,83.5577371106882,60.5854551326561,0.979015343936901,0.29045065769807,3.37067697383081,0.000749837258469129,0.00154632569526082,"UP",NA
"C6orf47",717.399088221706,673.992156224543,582.057197294375,576.026884828104,531.681481923539,585.618328468071,611.12918949339,-0.219060554049077,0.10779994568737,-2.03210263838513,0.0421432663565203,0.0657967147054392,"NO",NA
"GPANK1",1062.65412168373,919.616119863225,1065.89870410391,933.676072506675,1030.90241021385,966.270241972317,996.502945057284,-0.0564736581545186,0.0899945231692404,-0.627523277703425,0.530316282517602,0.604750087129882,"NO",NA
"CSNK2B",473.246774838907,559.04014124164,547.940167968062,625.050449494325,550.710082329223,622.755100517266,563.123786064904,0.187450447165143,0.109641989826847,1.70965929623474,0.0873288937528635,0.127141081590216,"NO",NA
"LY6G5B",69.9114553739294,87.4421310553707,82.7079498819716,40.1101892723631,35.8185419401121,33.565928582926,58.2593660177788,-1.14019234290552,0.291946059157861,-3.9054897544926,9.40347426810558e-05,0.000215794440828803,"DOWN",NA
"LY6G5C",21.5112170381321,17.6849253819851,15.5077406028697,21.1692665604139,8.95463548502802,19.9967234111049,17.4707514132556,-0.113498802843327,0.533952269705861,-0.212563574092213,0.831667385768487,0.866895587469965,"NO",NA
"ABHD16A",27.9645821495717,37.3348424730796,38.2524268204119,34.5393296512016,41.4151891182546,43.5642902884785,37.178443416833,0.210313984427668,0.356857690845341,0.58934973190424,0.555626690013916,0.628487055410313,"NO",NA
"DDAH2",429.148779910736,376.29591229446,385.625816324693,335.365749193925,316.770230282866,285.667477301498,354.812327551363,-0.348836814518542,0.128084220226103,-2.72349563359759,0.00645950694697054,0.0116686888471232,"DOWN",NA
"CLIC1",10664.185846654,9331.7456265608,9752.30114045798,8972.42650584278,8375.94216680808,8124.38305445461,9203.49739012971,-0.224083675291187,0.0633312562276538,-3.53827933691516,0.000402743748501987,0.000860066488747648,"NO",NA
"MSH5",175.316418860777,177.831749674406,128.197322317056,44.5668769692923,61.5631189595676,54.9909893805384,107.077746026939,-1.57727197494682,0.237190536685702,-6.64980988274772,2.93471847735706e-11,1.14849796900131e-10,"DOWN",NA
"VARS1",10689.9993070998,10197.3244744235,10717.91645533,11175.1444000501,10829.5122897058,11189.5950858997,10799.9153354181,0.0709370296942016,0.0503367350812737,1.40924971752075,0.15876134127705,0.215988450140737,"NO",NA
"LSM2",1417.58920281291,1134.78271201071,1304.7179093881,976.014605627502,1035.37972795636,1082.67973897268,1158.52731612804,-0.315870472697263,0.0927936741455659,-3.40400868492129,0.000664046420042599,0.00137827718491973,"DOWN",NA
"HSPA1L",64.5336511143963,38.3173383276344,64.098661158528,11.1417192423231,8.95463548502802,16.4258799448361,33.911980878791,-2.15564063573055,0.429869699989075,-5.01463730936453,5.31335969447165e-07,1.51444536880975e-06,"DOWN",NA
"HSPA1A",698.038992887387,546.267695132428,530.364728618143,371.019250769359,351.46944278735,304.235863326095,466.899328920127,-0.793645835968684,0.132367210667486,-5.99578877553271,2.02500094199569e-09,7.00191422839336e-09,"DOWN",NA
"HSPA1B",887.33770282295,554.127661968866,421.810544398055,573.798540979639,580.931977091193,484.206374026039,583.70213354779,-0.185368161669369,0.328439152741504,-0.564391182117259,0.572487938629767,0.643771623610867,"NO",NA
"SNHG32",1694.0083417529,1556.27343361469,1590.0603364809,3375.9409304239,3109.49717217598,2978.79761956137,2384.09630566829,0.966702184345994,0.0714425992038264,13.5311732092499,1.0237660422215e-41,1.24372209552659e-40,"UP",NA
"NEU1",4126.92698876565,3989.91566534675,3714.62079907405,8807.5290610564,8291.99245913594,8846.40760333414,6296.23209611882,1.13315136829341,0.0596142302014883,19.0080684504942,1.46238782408268e-80,4.20402331483955e-79,"UP",NA
"EHMT2",2332.89148778543,2171.31583856595,2373.71816161259,2064.56057560247,1930.84327645917,1878.9778319506,2125.3845286627,-0.228459956589467,0.0701532082742457,-3.25658600952877,0.00112760762110008,0.00227116359514395,"NO",NA
"ZBTB12",225.867778900387,180.77923723807,217.108368440176,115.87388012016,141.035508889191,93.5560988162406,162.370145400704,-0.84263244789052,0.196183276185222,-4.29512884214945,1.74591908733129e-05,4.31777384839287e-05,"DOWN",NA
"CFB",7.52892596334624,11.7899502546567,10.3384937352465,17.8267507877169,8.95463548502802,4.28501215952247,10.1206280642528,0.0331349838049737,0.721383021542534,0.0459325806339621,0.963363985982788,0.972149997009073,"NO",NA
"NELFE",2662.01310846885,2602.63151871547,2617.7066137644,2876.79190836782,2487.15000596653,2623.14161032101,2644.90579426735,0.0187967363066039,0.0686842705819444,0.273668718432094,0.784339219366489,0.828227751037185,"NO",NA
"SKIV2L",3045.98833259951,2879.69534969991,2804.83335037236,4278.42018905207,3778.85617468182,3952.92371715948,3456.78618559419,0.460062723853304,0.0664789827792531,6.92042363796338,4.50294996735802e-12,1.856214701098e-11,"UP",NA
"DXO",756.119278890344,667.11468524266,633.749665970608,1353.71888794225,1439.45765421825,1366.91887888767,1036.17984185863,1.01634274958122,0.0889322557601431,11.4282803342172,3.02030974812517e-30,2.62294545037635e-29,"UP",NA
"STK19",292.552551718597,303.591219057411,317.391757672066,932.561900582442,906.656842859087,922.705951683839,612.576703928907,1.59595708879346,0.10141494501839,15.7369023717763,8.44791208107583e-56,1.4533432640598e-54,"UP",NA
"C4A",15.0578519266925,5.89497512732836,16.5415899763943,8.91337539385847,15.670612098799,8.57002431904494,11.7747381403529,-0.186301222195515,0.659221428595477,-0.282607958592068,0.777477378868221,0.822708016504979,"NO",NA
"ATF6B",2783.5514847343,2722.49601297115,2849.28887343392,2906.87455032209,3024.42813506821,2887.38402682489,2862.33718055909,0.0774788474877265,0.0604512048069324,1.28167581994729,0.199956390591537,0.264180851069311,"NO",NA
"FKBPL",397.957515205444,342.8910532396,291.54552333395,465.723864329105,467.879704092714,449.92627674986,402.653989491779,0.422199086483075,0.129644408740624,3.25659309633444,0.00112757947212721,0.00227116359514395,"UP",NA
"PRRT1",169.938614601244,159.164328437866,134.400418558204,110.303020498999,85.0690371077662,118.552003080122,129.571237047367,-0.553970886105531,0.207350147563294,-2.67166863691974,0.00754751380157754,0.0134930561743883,"DOWN",NA
"PPT2",1361.66003851376,1314.57945339422,1274.73627755589,964.872886385179,776.814628326181,933.418482082645,1104.34696104298,-0.560805039848064,0.0916820071111281,-6.11684950535943,9.54434226069554e-10,3.38542398453638e-09,"DOWN",NA
"PPT2-EGFL8",34.4179472610114,22.5974046547587,22.7446862175422,28.96847003004,8.95463548502802,20.7108921043586,23.0656726254565,-0.438122822211531,0.494370596772849,-0.88622346286674,0.375497122705522,0.452952607624386,"NO",NA
"EGFL8",70.987016225836,49.1247927277364,35.1508786998379,14.48423501502,17.909270970056,24.2817355706273,35.3229882015189,-1.43041575622277,0.409584528504704,-3.49235788139966,0.000478776298416339,0.00101148069637957,"DOWN",NA
"AGPAT1",3477.28823421406,3055.5621076652,3110.85276493566,2696.29605664219,2924.80781529728,2758.83366203922,3003.94010679893,-0.202649350433665,0.0691882104112585,-2.92895782719492,0.00340100563043875,0.00642676822658163,"NO",NA
"RNF5",2068.3035182164,2041.62638576472,2033.58171772298,2325.27680587283,2115.53263333787,2265.34309500088,2141.61069265261,0.12685174409834,0.0666660600552609,1.90279347531847,0.0570674989330977,0.0865836177953086,"NO",NA
"AGER",149.502958415018,112.987023273794,88.9110461231195,170.468304407543,153.348132681105,145.690413423764,136.817979720724,0.41685553995028,0.213123880942435,1.95593069207891,0.0504733191929519,0.0774652878143499,"NO",NA
"PBX2",2652.33306080169,2508.31191667822,2492.61083956792,3091.82708974466,3585.21218231809,3365.16288261165,2949.24299528704,0.392139961347455,0.0693530802881981,5.6542544284682,1.56524207791959e-08,5.07022391710263e-08,"UP",NA
"GPSM3",80.6670638929954,64.844726400612,57.8955649173801,186.066711346796,176.854050829303,179.25634200669,124.264076565629,1.41601510192716,0.210105041934722,6.73955793201339,1.58869243594674e-11,6.31861641191126e-11,"UP",NA
"NOTCH4",122.613937117353,106.109552291911,110.621882967137,315.310654557743,298.86095931281,275.669115595946,204.86435030715,1.38921854401021,0.164680398219933,8.43584639718257,3.28814408362187e-17,1.76577011194499e-16,"UP",NA
"TAP2",1291.74858313983,1218.29485964786,1224.07765825318,856.798209734645,732.041450901041,822.008165935061,1024.16148793527,-0.629988858652826,0.0869728713495553,-7.24350994600166,4.3721916401571e-13,1.92677098640734e-12,"DOWN",NA
"PSMB8",3380.48775754246,3087.00197501095,3212.17000354107,3309.09061496996,3073.67863023587,3473.71652398622,3256.02425088109,0.027370871239884,0.0671735529470054,0.407464992382902,0.683666500887083,0.742989738810298,"NO",NA
"PSMB8-AS1",68.8358945220228,49.1247927277364,57.8955649173801,82.4487223931908,106.336296384708,89.2710866567182,75.6520596002927,0.66159995502118,0.261294703265687,2.53200676000102,0.0113411804764641,0.0196405084706698,"UP",NA
"PSMB9",1521.91860544785,1586.73080510588,1717.22380942444,1303.5811513518,1408.11643002066,1286.21781655,1470.63143631677,-0.2728238561996,0.0782462584300449,-3.48673357261568,0.000488958202396778,0.00103143288339905,"DOWN",NA
"TAP1",2342.57153545259,2326.55018358559,2420.2413834212,2214.97378537383,2314.77327287974,2288.91066187825,2318.00347043187,-0.0559306365927904,0.062995567716484,-0.887850345987994,0.37462125710368,0.452196553862815,"NO",NA
"HLA-DMB",11.8311693709727,10.807454400102,12.4061924822957,16.7125788634846,6.71597661377101,10.7125303988062,11.5309836882387,-0.0403088121320085,0.641056086294534,-0.0628787605231293,0.949863048017414,0.962377712681675,"NO",NA
"HLA-DMA",197.903196750815,156.216840874202,161.280502269845,157.098241316756,163.422097601761,177.113835926929,168.839119123385,-0.0456625247629732,0.177349573190583,-0.257471861597905,0.796814534455093,0.838522582272962,"NO",NA
"BRD2",10099.516399403,9630.42436634544,9377.01381786854,38516.9234207109,42579.2917313082,40870.4459775253,25178.9359521936,2.06710724105249,0.0553314569897548,37.3586266024991,1.83655608004414e-305,3.76616433481051e-303,"UP",NA
"HLA-DPA1",36.5690689648246,27.5098839275324,20.6769874704929,17.8267507877169,31.3412241975981,15.7117112515824,24.9392710999579,-0.400534256420593,0.462213073553149,-0.866557610198226,0.386184448007143,0.464061005574643,"NO",NA
"COL11A2",38.7201906686378,53.0547761459553,47.5570711821337,31.1968138785046,35.8185419401121,44.992627674986,41.8900035817216,-0.304085369386596,0.341987774980533,-0.889170290966997,0.373911566808295,0.451535795972957,"NO",NA
"RXRB",1761.76867542302,1542.51849165092,1497.01389286369,1659.00199518191,1662.20421190833,1761.13999756374,1647.2745440986,0.0834858702987863,0.0793695633373834,1.05186253758138,0.292862621793324,0.36736213385379,"NO",NA
"RNY4P10",25.8134604457585,12.7724461092115,10.3384937352465,14.48423501502,15.670612098799,14.2833738650749,15.5604368781851,-0.136338695313373,0.567678399417927,-0.24016889748345,0.810199324317069,0.849469330424468,"NO",NA
"SLC39A7",9806.96384768443,9592.1070280178,9705.77791864937,7249.91671097963,7127.8898460823,6967.42977138354,8408.34752046618,-0.44763045059269,0.0498812469155464,-8.97392263169703,2.8613829403202e-19,1.68098050504678e-18,"DOWN",NA
"HSD17B8",144.125154155485,107.092048146465,93.0464436172181,115.87388012016,135.438861711049,99.9836170555243,115.92666746765,0.0239295049883293,0.227771404303687,0.105059303038867,0.916328752005245,0.935737082918842,"NO",NA
"RING1",1802.63998779547,1656.48801077927,1701.71606882157,1851.7537380741,1682.35214174964,1803.27595046571,1749.70431628096,0.0492264261136277,0.0725839601591655,0.678199784162806,0.497645029393266,0.573906128853474,"NO",NA
"HCG25",37.6446298167312,39.2998341821891,27.9139330851654,38.9960173481308,29.1025653263411,47.1351337547472,36.6820189188841,0.147904790944877,0.369430555439389,0.400358846249098,0.688892231036062,0.747255193739076,"NO",NA
"VPS52",1971.50304154481,1959.09673398213,1899.18129916477,2414.41055981141,2425.58688700696,2384.60926677426,2175.73129804739,0.309206496799384,0.0632051293172714,4.89211081662783,9.97602452367436e-07,2.77753905094337e-06,"UP",NA
"RPS18",32322.7547214973,29809.906723045,30398.2731297452,26887.1968755741,27260.1490752965,27074.8493299427,28958.8549758501,-0.188029572927326,0.0498514327805357,-3.77179877166423,0.000162074941381513,0.00036173452306598,"NO",NA
"B3GALT4",10.7556085190661,31.4398673457513,14.473891229345,41.2243611965954,52.6084834745396,47.8493024480009,33.0585857022164,1.31364226404986,0.429971896019408,3.05518169027159,0.00224924217508061,0.00434917584268793,"UP",NA
"WDR46",5792.97074836898,5466.6069347425,5500.07866715111,12497.6664741138,13172.2687984762,13540.638424091,9328.37167449061,1.22660140460735,0.0550185080624808,22.2943414462345,4.19294695452429e-110,1.93656228710461e-108,"UP",NA
"PFDN6",2495.30117642333,2287.2503494034,2101.8157763756,2206.06040997997,2158.06715189175,2090.37176515371,2223.14443820463,-0.0934672591511523,0.0743742937756277,-1.25671457712425,0.208857007711894,0.274454953743074,"NO",NA
"RGL2",1923.10280320901,1861.82964438121,1851.62422798264,1462.90773651702,1415.95173607006,1526.17849748325,1673.5991076072,-0.354065645440975,0.0699975849515637,-5.05825516245994,4.23110039725892e-07,1.21520679943683e-06,"DOWN",NA
"TAPBP",6407.11599480765,6352.81819555087,6328.19201534436,3567.57850139185,3467.6825915771,3445.14977625607,4928.08951248798,-0.865331436395686,0.0533486977189901,-16.2202916546107,3.62469451838299e-59,6.68438869217391e-58,"DOWN",NA
"ZBTB22",373.219615611592,359.59348276703,295.680920828049,271.857949512683,237.297840353242,245.674030479288,297.220639925314,-0.447405948376077,0.142402668329689,-3.14183683230042,0.00167891570491775,0.00330370055548043,"DOWN",NA
"DAXX",2258.67778900387,2118.26106241999,2328.2287891775,1998.82443207276,2113.29397446661,1946.10968911646,2127.23262270953,-0.147210552295758,0.0694164572863902,-2.1206866217389,0.0339481830918745,0.0541733820245933,"NO",NA
"LYPLA2P1",10.7556085190661,17.6849253819851,12.4061924822957,20.0550946361816,11.193294356285,9.99836170555243,13.6822461802277,-0.00489454080775054,0.59710668735011,-0.00819709594858491,0.993459736941929,0.995271674971786,"NO",NA
"KIFC1",2531.87024538815,2392.37740584076,2523.62632077366,3465.07468436248,3726.24769120728,3657.97204684568,3049.52806573634,0.54310399588258,0.0622056052585495,8.73078870666459,2.52902757029923e-18,1.42686881992671e-17,"UP",NA
"PHF1",1591.83006082178,1578.87083826945,1587.99263773386,1960.94258664886,1962.18450065676,1936.82549610416,1769.77435337248,0.300082043417829,0.0661863853072529,4.53389382158848,5.79061460428651e-06,1.49906838266162e-05,"UP",NA
"CUTA",7625.72644001783,7015.02040152075,6775.84879408053,6260.53204226134,6018.63437537446,6071.14806135009,6627.81835243417,-0.222915483521189,0.0592616853722158,-3.76154478430849,0.000168867177414578,0.000375857769701333,"NO",NA
"SYNGAP1",1140.094503021,1114.15029906506,1132.06506400949,550.40093057076,580.931977091193,574.905798069265,848.758095304461,-0.988156625904552,0.086329743267241,-11.4463056243041,2.45382021346334e-30,2.13822973841734e-29,"DOWN",NA
"ZBTB9",1029.31173527462,991.33831724572,917.024394316361,1081.86093842957,1036.49905739199,1087.67891982545,1023.95222708062,0.126934297951256,0.0834972286900255,1.52022168810519,0.128455268314152,0.179544414794077,"NO",NA
"BAK1",1855.34246953889,1614.24068903342,1562.14640339574,1659.00199518191,1414.83240663443,1634.01797016457,1623.26365565816,-0.0946970049216555,0.0874308830637275,-1.0831070395644,0.278760914727391,0.352316777755548,"NO",NA
"ITPR3",6956.72759013193,6545.38738304359,7010.53260187062,5246.63559120994,5990.65113948374,5591.22669948357,6223.5268342039,-0.285582838766961,0.0623937443605592,-4.5771069150241,4.71450541392859e-06,1.2314723720486e-05,"DOWN",NA
"UQCC2",1758.5419928673,1579.853334124,1503.21698910483,1377.11649835113,1286.10952153715,1341.20880593053,1474.34119031916,-0.273410485431457,0.0800374209105229,-3.4160331794938,0.000635405044783627,0.00132150501538501,"DOWN",NA
"IP6K3",126.916180524979,134.601932073998,115.79112983476,287.456356451936,273.116382293355,287.809983381259,204.281994093381,1.16914820782715,0.160831495708018,7.26939833942525,3.61092149392643e-13,1.60276977133011e-12,"UP",NA
"LEMD2",2109.17483058885,1987.58911376421,1981.88924904675,2392.12712132677,2210.67563536629,2192.497888289,2145.65897306364,0.160149691413833,0.0684832747897441,2.33852268171347,0.0193601504577235,0.0322319889629559,"NO",NA
"HMGA1",18667.434145691,18447.3421651196,19276.121569367,14280.3415528855,14288.2402457978,14280.5171903019,16539.9994781938,-0.396188260828016,0.0471952956617508,-8.39465576542845,4.67261183465065e-17,2.49184362055919e-16,"DOWN",NA
"SMIM29",1495.02958415018,1554.30844190558,1416.37364172876,1196.6206466255,1110.37480014347,1138.38489704647,1318.51533526666,-0.374717835372412,0.0771780059643796,-4.85524121399764,1.20240288149224e-06,3.32129244205293e-06,"DOWN",NA
"RP11-513I15.6",8.60448681525284,27.5098839275324,25.8462343381161,24.5117823331108,24.6252475838271,39.9934468222097,25.1818469700082,0.53326802444311,0.487819332093586,1.0931670587028,0.274320457405072,0.347504211752739,"NO",NA
"NUDT3",373.219615611592,306.538706621075,304.98556518977,336.479921118157,250.729793580785,325.660924123708,316.269087707515,-0.105564624796736,0.148639058452102,-0.710207841034958,0.477575259189141,0.555017945166162,"NO",NA
"RPS10",68.8358945220228,113.969519128348,71.3356067732005,67.9644873781708,48.1311657320256,46.4209650614934,69.4429397658769,-0.655453696607041,0.295491857580318,-2.21817853789383,0.0265426614967334,0.0432031044364229,"DOWN",NA
"ILRUN",7764.47378991379,7243.941935632,7365.14293698957,11352.297736003,11737.2884620005,11909.4771286995,9562.10366487305,0.645795254699609,0.0528885323621106,12.2104967912147,2.73215786083642e-34,2.70228861091087e-33,"UP",NA
"ILRUN-AS1",51.6269208915171,54.03727200051,29.9816318322147,43.45270504506,64.9211072664531,74.9877127916432,53.1678916378997,0.443692555209733,0.334469828901214,1.32655479469504,0.184655997946247,0.246606409382193,"NO",NA
"RP3-375P9.2",35.493508112918,24.5623963638682,14.473891229345,22.2834384846462,6.71597661377101,24.9959042638811,21.4208525114049,-0.443562584218179,0.541902834083714,-0.818527891569684,0.413055822441306,0.490601478812826,"NO",NA
"SNRPC",4603.40044616027,4612.81803713444,4443.48460740893,3848.34982629839,3737.44098556357,4287.15466560223,4255.44142802797,-0.200900715955258,0.0648430485498227,-3.09826142428967,0.00194659631103195,0.00379402499856436,"NO",NA
"UHRF1BP1",2239.31769366955,1900.14698270884,2184.52372625758,738.695985766021,784.64993437558,827.007346787837,1445.72361159423,-1.42514157303735,0.0858973487953364,-16.5912172264241,8.06687373119435e-62,1.60088410304218e-60,"DOWN",NA
"TAF11",489.380187617506,539.390224150545,485.909205556583,743.15267346295,779.053287197438,741.307103597388,629.698780263735,0.578226691701301,0.098703060230483,5.85824482393024,4.67784694392787e-09,1.57601940849092e-08,"UP",NA
"ANKS1A",15053.5496832849,15350.5152315631,16269.6875911573,22447.2217575083,26563.9261663356,25315.8518384588,20166.792044718,0.671322565476197,0.0644218455101391,10.420728561254,1.99419665145649e-25,1.48814868992726e-24,"UP",NA
"HSPE1P11",15.0578519266925,5.89497512732836,19.6431380969683,20.0550946361816,31.3412241975981,17.8542173313436,18.3077502193521,0.765814524945116,0.554144574448287,1.38197604065251,0.166979057881556,0.225790215422747,"NO",NA
"RP11-527B17.3",15.0578519266925,23.5799005093135,24.8123849645915,24.5117823331108,24.6252475838271,36.422603355941,24.8349617789127,0.442646114287509,0.44714581340328,0.989936841672466,0.322204990558437,0.397649876006159,"NO",NA
"SCUBE3",17.2089736305057,14.7374378183209,22.7446862175422,31.1968138785046,24.6252475838271,37.8509407424485,24.7273499785248,0.787911201817004,0.447071818301004,1.76238172383865,0.0780048244022548,0.114827163027056,"NO",NA
"RP3-329A5.8",66.6847728182096,68.7747098188309,57.8955649173801,64.6219716054739,55.9664717814251,57.1334954602996,61.8461644002699,-0.124076267503872,0.274988135277054,-0.451205894315634,0.651841161836666,0.715378697662903,"NO",NA
"ZNF76",1060.50299997991,943.196020372538,865.331925640128,1101.91603306575,1017.47045698631,1139.81323443298,1021.37177841294,0.185812249380837,0.0935589315362254,1.98604501280449,0.0470283260364544,0.0726346308938209,"NO",NA
"DEF6",34.4179472610114,33.4048590548607,26.8800837116408,42.3385331208277,16.7899415344275,24.2817355706273,29.6855167088992,-0.189667783600543,0.429411687551393,-0.441692178156756,0.658711970579865,0.72122090891424,"NO",NA
"PPARD",1488.57621903874,1455.07636059555,1299.54866252048,990.498840642522,926.8047727004,876.999155315599,1172.91733513555,-0.604866528986537,0.086226961591931,-7.01481900578925,2.30246817954461e-12,9.67275624184541e-12,"DOWN",NA
"FANCE",453.886679504588,483.387960440926,329.797950154362,417.814471587116,396.24262021249,373.510226571709,409.106651411865,-0.0957929282452946,0.141230161449614,-0.678275286681381,0.497597165013788,0.573906128853474,"NO",NA
"RPL10A",18535.1401609065,17136.6926951436,17273.5553328498,21411.0418679723,21711.6330628861,21422.9182915326,19581.8302352151,0.285844622276644,0.0507505103514955,5.63234971031618,1.77770743146276e-08,5.73309714738881e-08,"UP",NA
"TEAD3",575.425055770034,581.637545896398,521.060084256421,469.066380101802,491.385622240913,442.784589817322,513.559879680482,-0.260878077912362,0.107972128536881,-2.41616129502579,0.0156851114908223,0.0265562543734971,"DOWN",NA
"TULP1",24.7378995938519,8.84246269099254,15.5077406028697,12.2558911665554,16.7899415344275,7.14168693253745,14.2126037535391,-0.459552938721061,0.61731577847871,-0.744437376691662,0.456611913870661,0.534643843521743,"NO",NA
"FKBP5",647.487632847777,557.07514953253,636.851214091182,654.018919524365,629.063142823218,612.756738811713,622.875466271798,0.0414731911845152,0.101843680654428,0.407224001705519,0.683843474762539,0.743129558528076,"NO",NA
"LHFPL5",95.7249158196879,77.6171725098234,82.7079498819716,24.5117823331108,50.3698246032826,42.135952901971,62.1779330083079,-1.12339161885223,0.304253340089546,-3.69229017673758,0.000222243680232721,0.000488091932311758,"DOWN",NA
