"","A1","A2","A3","B1","B2","B3","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"HLA-V",14.5840655418006,15.5808123324025,12.2673610071966,15.8759808339679,20.2822373186239,24.6285838981405,17.2031734886887,-0.528518865512357,0.483152362452913,-1.09389688757626,0.274000203975329,NA
"HCG4P7",20.1933215194163,12.242066832602,8.17824067146441,14.8837320318449,15.2116779889679,18.4714379236054,14.8634128279835,-0.26953342631352,0.540171936760812,-0.498977099643126,0.617795517041908,NA
"HLA-H",203.055066389686,146.904801991224,210.589697290209,233.178468498903,171.384905342372,164.703654818815,188.302765721868,-0.01907213041413,0.207506858809277,-0.0919108434466711,0.926768876106592,0.973784659321572
"HLA-A",14552.653708326,15489.5532887413,19442.7449163227,17917.0366199349,15928.6550781813,16181.7492643251,16585.3988126385,-0.0156644693318621,0.118760155368169,-0.131900040744309,0.89506335640123,0.960709921226704
"ZNRD1ASP",207.542471171778,175.840596322828,117.562209652301,191.504018809738,254.54207834873,223.196541576899,195.031319313712,-0.420039463116951,0.219123200817065,-1.91691003759853,0.05524936165743,0.235508290392928
"HCG4P3",14.5840655418006,10.0162364994016,6.13368050359831,6.94574161486095,8.11289492744957,6.92678922135202,8.78656805141051,0.48017455272478,0.675526557211674,0.710815211628044,0.47719875300884,NA
"POLR1H",290.559459640489,233.712184986038,323.040506522844,212.34124365432,232.231617298244,251.673341709123,257.259725635176,0.282425223668539,0.16694171377259,1.69175946074965,0.0906918460153134,0.314932481857707
"PPP1R11",2777.70356011526,2726.64215817044,2714.15362284225,2537.18018702849,2416.62857651404,2620.63525541152,2632.15722668033,0.117305215727272,0.0797853735463982,1.47025965428431,0.141491443643733,0.402829747484282
"RNF39",25.8025774970319,32.2745398314052,10.2228008393305,31.7519616679358,21.2963491845551,22.3196541576899,23.9446471963247,-0.145783611745269,0.481608550389098,-0.302701460818103,0.762117384419416,NA
"TRIM26",3690.89043327108,3491.21487762476,3093.41953398141,3689.18104629329,3655.87327668196,3465.70354041646,3514.38045137816,-0.0732768929032315,0.0944904264865614,-0.775495419249199,0.438046971201999,0.707252061141142
"HLA-L",59.4581133627256,92.3719588278149,68.4927656235144,55.5659329188876,79.1007255426333,75.4250381880554,71.7357557439385,0.0661578970006007,0.27406378552681,0.241395983323484,0.809248225564432,0.925515081236496
"XXbac-BPG283O16.9",144.718804222483,195.873069321632,146.186052002426,250.046698134994,268.739644471767,261.678703917743,211.207162011841,-0.68218174944328,0.171922344862815,-3.96796443177659,7.24891493884834e-05,0.00184974753273542
"HCG18",1076.9771477022,1109.57642110038,889.383673021754,1081.55119431406,1083.07147281452,1233.73812464748,1079.04967226673,-0.145245454213594,0.119676868717877,-1.21364684562387,0.224882610197378,0.513903267488894
"TRIM39",338.799061047984,327.197058980453,442.647276343011,425.674736110764,329.586356427639,377.125190940277,373.504946641688,-0.0294847098894595,0.163114074797456,-0.180761285781571,0.856554951929133,0.944895854029642
"RPP21",39.2647918433094,37.8391156644061,25.5570020983263,25.7984688551978,33.4656915757295,23.0892974045067,30.8357279069126,0.321572051653699,0.377248136167229,0.852415216469486,0.393983677582527,0.674095959614421
"RANP1",144.718804222483,111.291516660018,187.077255359748,131.969090682358,130.820430705124,93.8964761116607,133.295595623565,0.319693630604432,0.240298991681249,1.33039938439899,0.183386717302233,0.462145103213146
"HLA-E",5129.10366593173,5337.54113901446,6004.87321302274,5348.22104344293,5123.2931466844,4890.31319027453,5305.55756639513,0.100907180518364,0.0922779855348396,1.09351304033687,0.274168606658298,0.565164538654255
"GNL1",3393.59986645745,3292.00306280333,4018.58300994082,3481.80104664958,3466.23435775283,3367.1892048239,3503.23509140465,0.0537169026604385,0.0997179151918417,0.538688585266705,0.590101751293738,0.806415639919147
"PRR3",439.765668645065,411.778611642066,518.296002554057,396.899520849197,495.900702440355,421.764499255656,447.400834231066,0.0611434557055908,0.143843329729091,0.425069802129485,0.670785790877776,0.855141924931787
"ABCF1",6340.7029570967,6335.82604345482,7086.44554182391,6229.33797972815,6019.76803616758,5998.59946569085,6335.113337327,0.11523810495561,0.082521325489359,1.39646454140475,0.162574651211705,0.434097244651732
"PPP1R10",1949.77737781919,1879.7137163877,1618.26937286602,1718.57492527702,1779.76632470925,1686.28835377581,1772.06501180583,0.0712746996354476,0.100871129810748,0.706591665714179,0.479820269685706,0.735176712025771
"MRPS18B",2887.64497727652,3013.77427115329,3651.58445980886,2993.61463600507,2835.45677714362,3015.46224102858,3066.25622706932,0.111306498755235,0.108096846092137,1.02969238029723,0.303154433610664,0.596403053022635
"ATAT1",643.942586230274,609.877511296898,577.588247422174,637.023730962961,588.184882240094,608.018164985344,610.772520522958,-0.00189256508138998,0.108629816796818,-0.017422151092548,0.98609983782,0.994703086868306
"C6orf136",793.148795234849,872.525490614541,870.982631510959,757.085836019844,744.358109593498,700.375354603371,789.746036262844,0.205398384453159,0.102668803945902,2.00059196717034,0.0454363799654009,0.210207614818684
"DHX16",2852.86759021531,2921.40231232547,2646.68313730267,3034.29683689211,3010.89812994972,2960.81757050458,2904.49426286498,-0.0969885088923651,0.0815268624382721,-1.18965094438413,0.234183613708288,0.524984370813105
"PPP1R18",2751.90098261823,3029.35508348569,2803.09199014443,2639.38181364716,2770.55361772403,2646.03348255647,2773.386161696,0.0917421855381437,0.0833283310342783,1.10097231517098,0.270908706477618,0.562798930737111
"NRM",1329.3936666949,1207.51295576119,1488.43980220652,1542.94688730125,1313.2748663809,1238.35598412838,1353.32069374553,-0.0236216610623678,0.12272294969707,-0.19247957387494,0.847366566446229,0.940352416403365
"MDC1",3561.87754578592,3524.60233262277,2669.1732991492,2628.46707682381,3085.94240802863,2900.01575400605,3061.6797360694,0.179257433464334,0.126923033130872,1.41233178125754,0.157852292760728,0.428152216722628
"TUBB",72649.961570882,73264.3183324564,75399.2898705661,65003.2112758794,61629.6063163706,61063.4952024522,68168.3137614345,0.237706408518474,0.0700519804677746,3.39328605602841,0.000690594803366321,0.01158231207443
"FLOT1",9248.54125589264,8991.24163096285,10761.5424435632,9454.14658662788,8849.14014211562,8593.83649395741,9316.4080921866,0.108816559981284,0.0967978809587538,1.12416262529188,0.260944041711477,0.553716729732085
"IER3",2203.31574800742,2369.39638969178,2706.99766225472,2021.21080992454,1793.96389083229,1697.06335923125,2131.99130999033,0.401958762080294,0.112884369306269,3.56080088457359,0.000369725378483756,0.00700066966650764
"DDR1",3896.18920205181,4236.86803924688,4039.02861161948,4521.67779127448,4866.72284460381,4840.28637923143,4400.12881133798,-0.225314889568087,0.0808161692635113,-2.78799269529121,0.00530357396474037,0.0518258742328593
"VARS2",5.60925597761562,17.8066426656029,23.5124419304602,18.8527272403369,7.09878306151837,14.6232216895209,14.5838454275091,0.211856349925341,0.629202522000545,0.336706135969934,0.736338437370841,NA
"CCHCR1",1299.10368441578,1297.65908425581,1780.81190621137,1584.62133699042,1483.64565985734,1452.31680674347,1483.02641307903,-0.0456640251639984,0.134997738981452,-0.338257703488444,0.735168994732786,0.889372892479347
"TCF19",3158.0111153976,3138.42076981251,3285.60818976083,3448.0645873774,3549.39153075919,3488.79283782097,3344.71483848808,-0.129968265566585,0.0749547888950916,-1.73395546145146,0.082925986025267,0.299749532655489
"POU5F1",21.3151727149394,37.8391156644061,15.3342012589958,8.93023921910694,13.1834542571055,21.550010910873,19.6920323375711,0.750252207594153,0.532783940088297,1.4081734660955,0.159079711172628,NA
"HLA-C",9046.60804069848,9125.90436612147,11094.8057509254,9601.9916581442,8583.44283324164,8690.81154305634,9357.26069869792,0.123077374267778,0.105677724369618,1.16464822650139,0.244161413992171,0.535104492681326
"RPL3P2",37.0210894522631,37.8391156644061,37.8243631055229,27.7829664594438,48.6773695646974,25.3982271449574,35.7571885652151,0.155601906140821,0.369143878464503,0.421521025319627,0.673374661419972,0.856547491950068
"HLA-B",316.362037137521,306.051670815049,415.045714076819,374.077798400368,350.882705612194,293.234077037236,342.609000513198,0.0306242914659564,0.166015523412667,0.18446643323729,0.853647557657742,0.943351057673152
"XXbac-BPG181B23.7",20.1933215194163,17.8066426656029,20.445601678661,19.8449760424599,25.3527966482799,30.0160866258588,22.2765708633798,-0.370268493330568,0.424459198901471,-0.872330000831287,0.383028375557452,NA
"MICA",2720.48914914358,2909.16024549287,3368.4128765594,2422.07932598223,2287.83636954078,2228.1171995349,2656.01586104229,0.375544891786171,0.104175841680384,3.60491343989672,0.000312256986190857,0.00612558186874406
"MICB-DT",10.0966607597081,16.6937274990027,6.13368050359831,9.92248802122993,8.11289492744957,7.69643246816891,9.77598069652626,0.353890253138961,0.655297765651922,0.540044956183993,0.589166029404694,NA
"MICB",1504.40245319651,1344.40152125302,1212.4241795446,1228.40401702827,1265.61160868213,1116.75235113131,1278.66602180597,0.169961791457888,0.11263285089762,1.50898951862968,0.131301461333333,0.385235479973052
"DDX39B",2988.6115848736,3536.84439945537,2543.43284882543,3515.53750592176,3512.88350358566,3696.59651446153,3298.98439285389,-0.242295684620994,0.121625697039307,-1.99214220776624,0.0463554570540364,0.212577762868019
"NFKBIL1",299.534269204674,269.325470317244,413.001153908953,316.527367877235,307.275895377152,265.526920151828,311.865179472848,0.146033581826675,0.180072620373985,0.810970493589665,0.417382615663588,0.68941092830602
"PRRC2A",19178.0461874678,19642.9526904932,13043.2715909018,15866.0583459467,18060.3182203687,16618.1369852703,17068.1306700747,0.0371521984600647,0.144570762630292,0.256982793644614,0.79719205580858,0.920581357466917
"BAG6",12283.1487397827,11794.6749356287,10373.0760116687,10710.3335701156,11287.0650678142,10709.585779457,11192.9806840778,0.0749113297202513,0.0902430250206702,0.830106589435503,0.406478521831425,0.683392341748496
"APOM",50.4833037985406,36.7262004978059,23.5124419304602,25.7984688551978,35.4939153075919,42.330378574929,35.7241181607542,0.0847776839962677,0.389338951526133,0.217747758512103,0.827625650457223,0.933114353056922
"C6orf47",615.896306342196,614.329171963299,641.991892709956,657.860955807544,628.749356877341,585.698510827654,624.087699087998,0.00150089170312337,0.107626993376285,0.0139453092206706,0.988873613706156,0.996270339533539
"GPANK1",937.867599457333,826.895968783934,885.294552686022,783.876553677164,740.301662129773,691.139635641568,810.895995395966,0.259622936773499,0.107474666397678,2.4156663656237,0.0157064455327457,0.107018687145289
"CSNK2B",532.879317873484,616.5550022965,701.284137578073,596.341530075919,559.78974999402,533.362770044106,590.035417977017,0.133154613228433,0.131591606621256,1.01187770745649,0.311596529318351,0.605316949407889
"LY6G5B",111.063268356789,89.0332133280144,67.4704855395814,97.2403826080533,110.5381933865,130.839351958872,101.030815862968,-0.346382110934502,0.245967230385057,-1.4082449535747,0.159058549230695,0.428878028279007
"ABHD16A",29.1681310836012,23.3712184986038,26.5792821822593,22.8217224488288,32.4515797097983,36.1732326003939,28.4275277539142,-0.215367556500283,0.384433171157517,-0.560221054421028,0.575328667672722,NA
"DDAH2",599.068538409349,602.087105130697,808.623546391043,614.202008514133,636.862251804791,608.787808232161,644.938543080362,0.113112239572271,0.139548578480992,0.810558164070998,0.417619450280532,0.689576327903246
"CLIC1",13178.3859938101,13275.9650223735,16837.9752624613,13762.4908854459,12716.9627987772,13122.417358228,13815.699553516,0.128604460179508,0.110965020517651,1.15896396521687,0.246470873675121,0.537765859145867
"MSH5",231.101346277764,263.760894484243,168.676213848953,279.814162198684,244.400959689418,264.757276905011,242.085142234012,-0.251954181671032,0.183468395783718,-1.37328383231763,0.169664126767945,0.443687313095115
"MSH5-SAPCD1",14.5840655418006,16.6937274990027,28.6238423501254,17.8604784382139,11.1552305252432,23.8589406513236,18.7960475009516,0.172488785322434,0.507182804038792,0.340091943080233,0.733787289037311,NA
"RNU6-850P",22.4370239104625,25.5970488318041,14.3119211750627,7.93799041698394,15.2116779889679,7.69643246816891,15.532015798575,1.02553876366908,0.544885292491601,1.88211863634562,0.0598199095400105,NA
"SAPCD1",24.6807263015087,27.8228791650045,34.7575228537237,13.8914832297219,36.508027173523,25.3982271449574,27.1764776447399,0.206592423360946,0.437308358185278,0.47241819072074,0.636628322738153,NA
"VARS1",11298.1633901134,11806.9170024613,11383.0887345945,10052.472614308,9739.53036040321,9589.75485533847,10644.9878262032,0.231234029401363,0.0706777931019212,3.27166453921264,0.00106916354469153,0.0162237185962775
"LSM2",1147.65377302016,1156.31885809759,1472.08332086359,1371.28784453398,1242.28703576571,1216.80597321751,1267.73946758309,-0.0197104173379864,0.123804984556643,-0.159205361630399,0.873507079771602,0.951865852983129
"HSPA1L",37.0210894522631,34.5003701646056,51.1140041966526,55.5659329188876,41.578586503179,48.4875245494642,44.7112512975087,-0.244687286038243,0.317084814924438,-0.771677716880112,0.440305331644185,0.709058197698913
"HSPA1A",1310.32219637101,1308.78823592181,1579.42272967656,1396.09406458705,1276.76683920738,1309.93280608235,1363.55447864103,0.0766826070983238,0.1092777416009,0.701722107127551,0.482852483494096,0.737487455792655
"HSPA1B",1161.11598736643,1085.09228743518,1261.49362357338,1099.41167275228,1030.33765578609,1073.65232930956,1118.51725937049,0.13120801309237,0.100035883749457,1.31160947626539,0.189651934017655,0.469096643537568
"SNHG32",1006.30052238424,1078.41479643557,1171.53297618728,1182.76057213061,1182.45443567577,1310.70244932917,1155.36095869044,-0.175291793881032,0.104087664211962,-1.68407846605214,0.0921665053977475,0.317635292276859
"NEU1",3028.99822791244,2765.59418900145,3505.39840780643,3349.83195596722,3074.78717750339,3087.03906298255,3135.27483686225,-0.0321480221599312,0.10749287382404,-0.299071194361738,0.764885724540789,0.903319599004493
"EHMT2-AS1",5.60925597761562,12.242066832602,14.3119211750627,5.95349281273796,7.09878306151837,10.0053622086196,9.20348034469271,0.472076445640302,0.676163908145777,0.698168654010034,0.485071727169257,NA
"EHMT2",2986.36788248256,2832.36909899746,2761.17850670317,2775.31989953801,2665.08598366718,2622.17454190515,2773.74931888226,0.089796722310597,0.0810635283370491,1.10773271473253,0.267977266325023,0.560179677525827
"ZBTB12",123.403631507544,143.566056491423,97.1166079736398,191.504018809738,127.778095107331,129.300065465238,135.444745892485,-0.300557057994679,0.234828421112252,-1.27990068906952,0.200580065272707,0.482464900311562
"NELFE",2528.65259470912,2560.81779834701,3106.70917507254,2534.20344062212,2316.23150178685,2249.66721044577,2549.38028683057,0.207626426504411,0.109654873219706,1.89345370988125,0.0582975585774173,0.242445043472851
"SKIV2L",3062.65376377813,3206.30859497512,3427.70512142752,3142.45195632352,3179.2406996943,3007.76580856041,3171.02099079317,0.0561065220597183,0.0841900386843698,0.666427084919901,0.505138155139445,0.751452429356178
"DXO",557.560044174993,596.522529297696,704.350977829872,680.682678256373,549.648631334708,568.766359397683,609.588536715221,0.0481481740583605,0.137628956146009,0.349840436247155,0.726458450508106,0.885206086167544
"STK19",278.219096489735,320.519567980852,414.023433992886,340.341339128187,348.854481880331,395.596628863882,349.592424722645,-0.0990531611222779,0.16733368742096,-0.591949909482905,0.553884131226002,0.782916388019876
"ATF6B",2933.64087629297,2811.22371083205,2550.58880941296,3363.72343919695,3398.28886273544,3109.35871714024,3027.80406926844,-0.250829050735612,0.0918859306367132,-2.72978734608791,0.00633751916132083,0.0584743558210852
"FKBPL",365.723489740539,307.16458598165,476.382519112802,422.697989704395,354.939153075919,381.743050421178,384.775131339414,-0.0112598690504522,0.171802611314068,-0.0655395687197578,0.947744402759505,0.981440522544133
"PRRT1",115.550673138882,115.743177326419,133.91869099523,127.007846671743,144.00388496223,154.698292610195,131.82042761745,-0.222479857423718,0.191297860680313,-1.16300232858074,0.244828557656648,0.535613714967197
"PPT2",1651.36495981004,1520.24211757585,1848.28239175096,1304.80717479174,1152.03107969784,1149.84701074444,1437.76245572848,0.47770236331878,0.11026292695831,4.33239327575077,1.47497166931445e-05,0.000491594511724318
"PPT2-EGFL8",37.0210894522631,32.2745398314052,42.9357635251881,29.7674640636898,16.2257898548991,41.5607353281121,33.2975636759263,0.345262554794741,0.404346208529522,0.853878551378905,0.393172284914321,0.673148460543259
"EGFL8",94.2355004239425,70.1136554958113,64.4036452877822,103.193875420791,111.552305252432,117.755416762984,93.5423997739572,-0.543739152551535,0.232085289044702,-2.34284195603111,0.0191374877833946,0.120983239781907
"AGPAT1",3007.6830551975,3580.24809095278,3596.38133527647,3750.70047202491,3394.23241527171,3259.43915026954,3431.44741983215,-0.0305011780120235,0.105134909407389,-0.290114655388478,0.771728524347286,0.907201113064359
"RNF5",2275.1142245209,2275.91151569737,2770.37902745857,2191.87760388969,1938.98188766045,1888.70452768865,2223.49479781927,0.283056757146754,0.113320284602483,2.49784721367134,0.012495003415972,0.092057861673476
"AGER",113.306970747836,136.888565491822,141.074651582761,130.976841880235,121.693423911743,111.598270788449,125.923120733808,0.107003662693439,0.195618345922844,0.547002185243115,0.584377230823773,0.804549105092153
"PBX2",2367.10602255379,2149.03918670495,2008.78036492845,2457.80028285865,2367.95120694934,2368.19227045557,2286.47822240846,-0.141010781773,0.0932380949522122,-1.51237304714637,0.13043898761795,0.383631933687016
"GPSM3",29.1681310836012,47.8553521638077,44.9803236930542,49.6124401061496,48.6773695646974,48.4875245494642,44.7968568601291,-0.264507434848331,0.314643285125932,-0.840658127321755,0.40053948468357,0.678383247004258
"NOTCH4",33.6555358656937,21.1453881654034,33.7352427697907,46.6356936997807,46.649145832835,46.9482380558304,38.1282073982223,-0.66149283599515,0.337392935102304,-1.96060073336916,0.0499256167704645,0.221411467449463
"TAP2",715.741062743754,782.379362119926,808.623546391043,669.76794143302,591.227217837887,653.427116547541,703.527707845529,0.268731793664201,0.110637320751147,2.42894343282815,0.015142894754145,0.104237049506272
"PSMB8",924.405385111055,1029.44652910517,1340.20919003623,989.272055716624,1062.78923549589,1022.85587501965,1061.4963784141,0.100022938251957,0.140115848000746,0.713858850937581,0.475314464360352,0.73125321576316
"PSMB9",455.471585382389,445.166066640072,668.571174892215,566.574066012229,399.560075176891,459.477018349684,499.136664408913,0.13958852592386,0.186128390364383,0.749958271548948,0.453279837144198,0.71819370226726
"TAP1",974.888688909596,1086.20520260178,980.366600491796,878.140189878849,888.361994555728,765.02538733599,928.831343962289,0.266079166030147,0.109204128899141,2.436530273282,0.0148289281415467,0.102834366331905
"HLA-DMA",88.6262444463269,50.0811824970081,65.4259253717153,83.3488993783314,65.9172712855277,100.053622086196,75.5755241775175,-0.294365452948178,0.285700890777536,-1.03032738941437,0.302856345885352,0.595996107695757
"BRD2",8400.42175207716,8760.86819147661,7540.33789909018,8347.78917226074,8653.41655199089,8680.80618084772,8397.27329129055,-0.0562683081720192,0.0859734549216733,-0.654484668823451,0.512799601263219,0.755623861612433
"COL11A2",25.8025774970319,35.6132853312058,26.5792821822593,40.6822008870427,29.4092441120047,35.403589353577,32.2483632271869,-0.263696401058608,0.360675009489037,-0.731119135290751,0.464706387262357,0.724163758299463
"RXRB",1380.99882168897,1467.93510474564,1366.78847221849,1520.12516485243,1453.2223038794,1352.26318465728,1423.5555086737,-0.0364943462700478,0.0936201454761196,-0.389812962631602,0.6966748577578,0.868516890897486
"RNY4P10",15.7059167373238,5.5645758330009,9.20052075539746,8.93023921910694,20.2822373186239,10.7750054554365,11.7430825531482,-0.386974989636774,0.640678367501091,-0.604008203283242,0.545838188262342,NA
"SLC39A7",11092.8646213327,11429.6387609838,12180.4672000623,11449.5589276972,10745.529331407,10793.4768933601,11281.9226224738,0.0731775987673415,0.0782580835454475,0.935080383419362,0.349746875174903,0.639664280737658
"HSD17B8",81.8951372731881,99.049449827416,154.364292673891,172.651291569401,112.566417118363,135.457211439773,125.997299983672,-0.323943315037356,0.265871382448171,-1.21842114805457,0.223063972620277,0.511555345319277
"RING1",1835.34855587583,1858.5683282223,2187.67937961673,1924.96267611861,1792.94977896635,1907.94560885907,1917.90905460982,0.0643300030903791,0.101830628239681,0.63173530599226,0.527559853551521,0.76388889356651
"HCG25",24.6807263015087,17.8066426656029,10.2228008393305,18.8527272403369,37.5221390394542,33.8643028599432,23.8248898243627,-0.784610074422225,0.476834868392914,-1.64545448839891,0.0998761207739469,NA
"VPS52",2217.89981354922,2248.08863653236,1878.95079426895,2088.6837284689,2263.49768475843,2149.61358835958,2141.12237432291,-0.0354713651118424,0.101214199250237,-0.350458387998947,0.725994713911704,0.884892289011775
"RPS18",24706.5288790058,22810.3092546373,33427.5364645268,28505.3235873893,25820.3022184742,26446.481247122,26952.7469418592,0.00310777687260154,0.135567008259969,0.022924286022761,0.981710668039469,0.993189552263874
"B3GALT4",28.0462798880781,20.0324729988032,19.423321594728,15.8759808339679,33.4656915757295,26.1678703917743,23.8352695471802,-0.164174960064961,0.442631848623842,-0.370906342540391,0.710707290930301,NA
"WDR46",4663.53541978963,4936.8916790384,5853.57576060065,4585.18171461035,4379.94914895683,4201.48248437341,4770.10270122821,0.231381307604373,0.105163620942243,2.20020293644558,0.0277925000651626,0.154639963054365
"PFDN6",1680.53309089364,1556.96831807365,2265.37266599564,1662.01674355601,1481.61743612548,1530.05077467198,1696.09317155273,0.236089119337465,0.141389296214021,1.66978070942582,0.0949627583975377,0.323011829852598
"RGL2",1929.58405629978,2075.58678570934,2471.87324295012,2231.56755597461,2321.30206111651,2112.67071251237,2190.43073576045,-0.040752770865205,0.111993171781366,-0.363886210355421,0.715942982322788,0.878965222788168
"TAPBP",6480.93435653709,6801.0245830937,5820.86279791479,6425.8032425485,6436.5680130653,6404.97110001017,6395.02734886159,-0.0124740919158004,0.0863880945564397,-0.144395960807432,0.885187806194286,0.956415703599764
"ZBTB22",259.147626165842,262.647979317642,231.03529896887,284.775406209299,282.937210594804,278.610855347715,266.525729434029,-0.169513408488639,0.139561387029853,-1.21461538965917,0.224512816442931,0.513436013797811
"DAXX",2159.56355138202,2389.42886269059,2379.86803539614,2133.33492456443,2062.70353530405,2005.69030120482,2188.43153509034,0.160356471292819,0.0872096446653186,1.83874698616436,0.065952409000264,0.261905235133267
"LYPLA2P1",11.2185119552312,20.0324729988032,16.3564813429288,7.93799041698394,27.3810203801423,10.7750054554365,15.6169137582543,0.0579485518085469,0.593008986415333,0.0977195171338614,0.922155017297706,NA
"KIFC1",3871.5084757503,4164.52855341787,4085.03121539647,3912.43702677096,3890.13311771207,3862.83945577398,3964.41297413694,0.0553639766208972,0.0757093764032619,0.731269748227802,0.46461440468283,0.724106787209969
"PHF1",1652.48681100556,1704.98603523148,1793.07926721857,1822.76104949994,1699.65148730068,1650.88476442223,1720.64156911308,-0.00570140076751042,0.0899337065609179,-0.0633955942163741,0.949451495502211,0.98160827638968
"CUTA",5700.125924453,5966.33820814356,7833.73228317897,6538.91960599052,5791.59286633306,6037.0816280317,6311.29841935513,0.0864643934526477,0.126935523484908,0.681167817162923,0.49576530933738,0.745531050471095
"SYNGAP1",761.736961760202,762.346889121123,488.649880119998,665.798946224528,769.710906241778,731.930727722864,696.695718531749,-0.107791886003728,0.16800437051231,-0.641601677831528,0.521131843303361,0.760003849657208
"ZBTB9",903.090212396116,937.074570277351,896.539633609286,906.915405140415,777.823801169227,827.366490328158,874.801685486759,0.123530187327008,0.103694599816833,1.19128852944332,0.233540335368473,0.524352033268448
"BAK1",1567.22612014581,1573.66204557265,1626.44761353748,1680.86947079635,1382.23447326422,1503.11326103339,1555.59216405832,0.0623095730705263,0.101701773089301,0.612669486261702,0.540094902581169,0.77414590260263
"ITPR3",10534.1827259621,10386.8372498795,5863.79856143998,9335.07673037312,11590.2845157276,10937.4001805148,9774.59666064953,-0.250535824746948,0.185127185634169,-1.35331730933367,0.175954281725177,0.451107278402559
"UQCC2",1302.46923800235,1219.7550225938,1608.04657202669,1482.41971037175,1249.38581882723,1204.49168126844,1344.42800718171,0.0703224350328712,0.133292801022503,0.527578642608007,0.597791819734499,0.812119176960718
"IP6K3",78.5295836866187,80.1298919952129,78.7155664628449,103.193875420791,66.9313831514589,76.1946814348723,80.6158303586332,-0.0517210728577397,0.248826653797843,-0.20785985772955,0.83533839344337,0.935390010772864
"LEMD2",2077.66841410883,1955.39194771652,2164.16693768627,2550.07942145609,2437.92492569859,2432.07265994138,2269.55071776795,-0.259491271347566,0.084823473044652,-3.05919177832965,0.00221935028062544,0.0276677589850871
"HMGA1",20023.9219888923,20627.8826129343,19748.4066614187,17350.4625539227,16108.1528784511,15850.0330249471,18284.8099534277,0.292756632920429,0.0754254848919666,3.88140206642026,0.000103855974037047,0.00250346549961997
"SMIM29",993.960159233489,982.704092107959,1120.41897199062,1184.74506973485,1233.16002897233,1117.52199437813,1105.41838606956,-0.1897815145902,0.102050511671836,-1.8596821464304,0.0629305094298735,0.255100465119726
"RP11-513I15.6",22.4370239104625,17.8066426656029,14.3119211750627,9.92248802122993,10.141118659312,21.550010910873,16.0282008904238,0.366547821518242,0.536735243185367,0.682921097826346,0.494656701579804,NA
"NUDT3",435.278263862972,369.48783531126,317.929106103179,276.837415792315,262.65497327618,305.548368986306,327.955993888702,0.406774142842095,0.156168594768467,2.60471155192996,0.00919516355926184,0.0751312144476272
"RPS10",112.185119552312,86.807382994814,95.0720478057737,81.3644017740854,123.721647643606,118.525060009801,102.945943296732,-0.140789669104316,0.237265545811208,-0.593384381297156,0.552923939090229,0.782329171920787
"ILRUN",7148.43581787335,6999.12348274853,6547.70393759119,7163.04410252589,7132.2487530941,6896.00349147935,6981.09326421873,-0.0341633284451938,0.0764103811887605,-0.447103232750513,0.654800525012422,0.845595452067301
"RP3-375P9.2",37.0210894522631,15.5808123324025,38.8466431894559,34.7287080743047,12.1693423911744,31.5553731194925,28.3169947598489,0.217120018807919,0.492695363283519,0.440678023354928,0.659446108786496,NA
"SNRPC",4324.73635874165,4167.86729891767,5591.87205911379,4661.58487237382,4159.88687404977,4022.92525111189,4488.14545238476,0.133255259156273,0.125753695624833,1.05965282764985,0.289302570723589,0.580625796065998
"UHRF1BP1",1907.14703238931,1832.9712793905,1183.80033719447,1518.14066724818,1835.54247733546,1777.1062569002,1675.78467507635,-0.0598675467445447,0.16619313659557,-0.360228755356077,0.718676072501864,0.880016260465912
"TAF11",556.43819297947,549.780092300489,851.559309916231,644.961721379945,652.073929793759,602.630662257626,642.907318104587,0.0449247143040776,0.169242966538627,0.265445088932687,0.790666605568849,0.917574986832209
"ANKS1A",22371.9565411222,22961.6657172949,17926.70355185,20808.4496293213,22074.1729857243,21374.5322505987,21252.9134459852,-0.0225921615262071,0.106991378580279,-0.211158710411938,0.832763428603032,0.935064956238845
"HSPE1P11",47.1177502119712,35.6132853312058,83.8269668825102,51.5969377103956,42.5926983691102,46.9482380558304,51.2826460935039,0.243382801161672,0.351521419784771,0.692369760314151,0.488705151137287,0.741106637382612
"RP11-527B17.3",90.8699468373731,89.0332133280144,18.4010415107949,57.5504305231336,76.0583899448397,95.4357626052945,71.2247974582417,-0.213823136550863,0.44793361202987,-0.47735452488572,0.633109690594744,0.83496594285039
"SCUBE3",34.7773870612169,31.161624664805,12.2673610071966,26.7907176573208,31.4374678438671,20.7803676640561,26.2024876497437,-0.0144231483742939,0.4593278098621,-0.0314005554739306,0.974950098166856,NA
"RP3-329A5.8",38.1429406477862,51.1940976636083,22.4901618465271,61.5194257316256,34.4798034416607,30.7857298726757,39.7686932006472,-0.179271960468068,0.409014289659961,-0.438302438325828,0.661167058609914,0.849257946761069
"ZNF76",821.195075122928,781.266446953326,829.069148069704,774.946314458057,880.249099628278,811.203982145004,816.321677729549,-0.0200404305418866,0.102940479200104,-0.194679786781742,0.845643636948491,0.940145114072648
"DEF6",15.7059167373238,15.5808123324025,19.423321594728,12.8992344275989,8.11289492744957,13.853578442704,14.2626264103678,0.53259297710885,0.526492491049257,1.01158703336383,0.311735548251819,NA
"PPARD",1401.19214320838,1405.61185541603,1220.60242021606,1420.90028464013,1445.10940895195,1499.2650447993,1398.78019287198,-0.117006467942454,0.0976185516652283,-1.19860893187306,0.23068004349999,0.521064102407914
