"","Condition","mean_TPM","sd_TPM","cv_TPM"
"1","C",8280.04333333333,66.1395383513774,0.798782514641156
"2","D",3744.35666666667,3845.06034035011,102.689478664785
"3","E",6840.86333333333,126.320630276029,1.84655977061417
"4","F",6807.60333333333,137.039126651235,2.01303042996388
