"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"DNAH7",58.8899411362679,-0.0877635521407995,0.281715821682978,-0.311532208650894,0.75539606126728,0.995551787914465
"STK17B",3323.80036242376,0.000112843538467034,0.0521011230697317,0.00216585616237111,0.998271898158193,0.999373661049197
"RP11-347P5.1",19.2443230691423,-0.629020304980037,0.512507637556453,-1.22733840217308,0.219695427683603,NA
"HECW2",15.3112923262548,0.246887049123466,0.563793323410008,0.43790346368455,0.661456264658031,NA
"HECW2-AS1",698.117915076014,0.112193592547973,0.0929547628764097,1.20696981065018,0.227443770525755,0.936802745566026
"CCDC150",446.310075958477,0.0307395374196119,0.112526014404412,0.273177163363627,0.78471703357416,0.995551787914465
"GTF3C3",2817.66557427201,0.0329346185940723,0.0555043298619151,0.593370259149291,0.552933388050025,0.978955796553835
"PGAP1",1083.57206546868,0.0324361495506531,0.075580445378875,0.429160603487514,0.667806351182955,0.990237341214996
"ANKRD44",802.610776484973,0.163835723658177,0.087659404294413,1.8690033884775,0.0616223429546629,0.7609563494383
"NPM1P46",20.9346487222529,0.483775847670507,0.528809598461226,0.914839384682573,0.360275955415155,NA
"SF3B1",19888.5828894765,0.0349378947217017,0.0504648754616379,0.692321033235495,0.488735744175649,0.974959963338667
"COQ10B",3440.21553336794,0.0456923912978023,0.0549353426288402,0.831748544948813,0.405550893174733,0.967815044291707
"HSPD1",38631.272414889,0.0327565643162887,0.0394690970952593,0.829929406219508,0.406578697769858,0.967815044291707
"HSPE1",2623.83139177902,0.064938430215616,0.0545279791851431,1.19091943596746,0.233685213690977,0.937161802911427
