"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"TIGAR",1090.64380277227,-0.43882080121073,0.44000054639255,-0.997318764279971,0.318609808493977,0.66207207728824
"C12orf4",1174.42455984614,-0.425588293494941,0.323137654818428,-1.31704952099773,0.187822025797671,0.580733571917687
"RAD51AP1",2140.72686306921,-0.865036249998238,0.532376090082032,-1.62485931677538,0.104192538551258,0.574250654029296
"DYRK4",531.858655528736,-0.641818950605849,0.416876357274284,-1.53959067096618,0.123660160904146,0.574250654029296
"AKAP3",57.0841407048598,-0.681049067200968,0.489559619712927,-1.39114632779625,0.164181058877632,0.578988712581685
"NDUFA9",1958.25248316292,-1.12037291044426,0.735486842966788,-1.52330788940415,0.127681694268171,0.574250654029296
"VWF",201.577888193716,0.249419439956548,0.545784170514084,0.456992806738266,0.647676215801993,0.857883129841729
"CD9",2846.91084204956,-0.571264935428997,0.362693102044243,-1.57506424083938,0.115241617035571,0.574250654029296
"TNFRSF1A",1982.76067093362,0.684434292282994,0.445195088886404,1.53738059868319,0.124200134586766,0.574250654029296
"LTBR",5071.58262543266,1.07526700488839,0.696947321709318,1.54282392857356,0.122873502008302,0.574250654029296
"CD27-AS1",594.268596396045,-0.422082728831412,0.422022326912661,-1.00014312493652,0.317241248730448,0.661111973400317
"TAPBPL",584.682630236206,1.14258243147266,0.584964596308492,1.95325057051846,0.0507899114385364,0.574250654029296
"MRPL51",11190.0940520001,-2.19306328488385,0.942951162978271,-2.32574429194949,NA,NA
"NCAPD2",7410.97390920239,0.654405251200269,0.492020453277499,1.33003668209538,0.183506185599477,0.580733571917687
"GAPDH",93614.4839345737,1.08876001007695,1.15718710001143,0.940867738731449,0.346772642060772,0.67995522013234
"IFFO1",2288.96690614731,0.537669555745386,0.443342971875747,1.21276210485654,0.22522078766073,0.601216202621133
"NOP2",43.1224044675711,-0.357810325902121,0.641436992961898,-0.5578261463373,0.57696310669836,0.824370469217299
"CHD4",4264.85072614595,-2.1409764804711,1.00637143583365,-2.12742174930429,NA,NA
"ING4",378.528323524449,0.774322173135579,0.424561486257174,1.82381633332266,0.0681798437505303,0.574250654029296
"COPS7A",3652.79104969272,0.308125478081627,0.254456911083369,1.21091416526971,0.225928303093078,0.602121909495325
"MLF2",7127.98945603251,0.948946508661731,0.58205110100673,1.63034913432929,0.103027728551686,0.574250654029296
"PTMS",7591.49260886937,0.111137947777405,0.605248374879566,0.183623702912906,0.854308667057201,0.946840068798205
"GPR162",259.168432067434,0.897099534392006,0.609084446670375,1.47286560885949,0.140787277016548,0.574250654029296
"P3H3",2705.32897407157,0.727943570854717,0.68716295012797,1.05934636132398,0.28944206824524,0.640374758334591
"CDCA3",1572.85626255629,-0.201564423381334,0.463374845886496,-0.434992156287023,0.663568120852615,0.864460292333239
"USP5",5648.66616020129,-0.179725578709886,0.717245391688134,-0.250577530079179,0.802140755963616,0.926042993593092
"TPI1",49355.9498370114,-0.513971975824875,0.673752526138512,-0.76284979407886,0.445552980924126,0.744524402242291
"SPSB2",267.277199178147,0.440952758291742,0.775657130785466,0.568489272889444,0.569702787586764,0.820323756984015
"LRRC23",291.499526895166,-0.958389662922589,0.684251798282491,-1.40063886617207,0.161322092385165,0.578988712581685
"DSTNP2",68.8009438642838,-0.477242379729315,0.471587953532972,-1.01199018370589,0.311542746956053,0.658797325728826
"ENO2",2394.92994545845,0.811143331194317,0.524671621590445,1.54600191398857,0.122104105576791,0.574250654029296
"ATN1",5937.56836020395,0.842871198657923,0.776928141836861,1.08487664852139,0.277976291698772,0.632934767769262
"C12orf57",1241.73283603608,-2.71182000997591,1.15643267079954,-2.34498737233098,NA,NA
"PHB2",12545.2405361817,0.348324044244037,0.367778886686759,0.947101796359257,0.343586909468777,0.67843671766153
"EMG1",4879.49016787992,-1.23983361989314,0.884043941744686,-1.40245700620525,0.160778820573215,0.578688993937752
"C1S",2742.66562420898,0.189063265460208,0.30592385419251,0.61800759525354,0.536570331962218,0.801492975197161
"C1R",1411.83801702598,0.671732512965798,0.416110308061048,1.61431356049763,0.106459430216537,0.574250654029296
"C1RL",554.926285124311,0.21814962178355,0.384486509129918,0.567379131916011,0.570456624668561,0.820647786229547
"C1RL-AS1",126.808492893697,0.304874407755809,0.692797386328002,0.440062872309203,0.659891571438468,0.862551460056525
"PEX5",1866.91015459708,-0.357367065344468,0.632386191627301,-0.56510890034595,0.571999695069098,0.821605598215546
"SLC2A3",770.15076769573,-0.112254551622871,0.30955571551654,-0.362631171049638,0.716880421916716,0.888668303915236
